index	*ID	version	enabled	*Skip Generation	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Demonhorn's Edge	986	100	1				0	1	69	48	qbd	destroyer helm		5	5000	dgry	dgry						tinkerflag2		25	35	pierce-fire		30	40	hit-skill	Fire Enhanced Axe	10	30	res-fire		60	80	abs-fire%		5	10	oskill	Enchant	20	30	oskill	Fire Mastery	10	20	dmg-fire		800	1000	lifesteal		10	20	hit-skill	Death Sentry	2	40	ac%		200	300						0
The Reaper's Toll	987	100	1				0	1	83	67	7s8	thresher		5	5000								tinkerflag2		25	35	slow		30	40	hit-skill	Decrepify	4	50	deadly		100	100	att-skill	Killer Scythe Proc	10	60	dmg%		300	400	dmg-min		100	150	heal-kill		100	200	kill-skill	Cobra Strike	100	40	ethereal		1	1										0
Spiritkeeper	988	100	1				0	1	75	53	qdd	earth spirit		5	5000								tinkerflag2		25	35	item-skill-cooldown		10	20	pierce-cold		10	30	coldskill		2	5	dodge		5	10	aura	Holy Freeze	15	30	ac%		200	300	gethit-skill	Time Lapse	5	5																		0
Hellrack	989	100	1				0	1	84	60	6hx	colossus crossbow		5	5000	cred							tinkerflag2		25	35	dmg-cold	250	1500	2000	hit-skill	Cold Arrow	1	40	hit-skill	Exploding Arrow	1	40	pierce-cold		30	40	pierce-fire		30	40	dmg%		300	400	dmg-fire		1500	2000	reduce-ac		100	100	oskill	765	1	1										0
Alma Negra	990	100	1				0	1	85	61	qpc	sacred rondache		5	5000	blac	blac						tinkerflag2		25	35	dmg%		200	300	reduce-ac		50	50	block		5	5	sock		2	3	res-all		40	50	allskills		1	2	res-mag		10	20	ac%		200	300														0
Darkforge Spawn	991	100	1				0	1	72	51	qnf	bloodlord skull		5	5000	cred	cred						tinkerflag2		25	35	passive-summ-phys-resist		15	20	passive-summ-elemental-resist		20	30	allskills		1	2	sock		1	2	mana%		30	50	hp		100	150	cast2		40	50	skill	Sacrificial Offering	10	20	ac%		150	300										0
Widowmaker	992	100	1				0	1	73	52	6sw	ward bow		5	5000	dred	dred						tinkerflag2		25	35	hit-skill	Legendary Arrow	2	40	oskill	Pierce	3	3	skill	Pierce	17	17	deadly		75	75	dmg-min		175	250	swing2		40	40	lifesteal		10	15	dmg%		200	300	move2		40	40	dex		80	100						0
Bloodraven's Charge	993	100	1				0	1	79	56	q80	matriarchal bow		5	5000	dgld	dgld						tinkerflag2		25	35	reanimate	812	10	20	reanimate	838	10	20	reanimate	841	10	20	reanimate	844	10	20	reanimate	775	10	20	dmg/lvl	16			dmg%/lvl	16			swing2		40	50	dmg%		150	300	hit-skill	Taunt	3	40						0
Ghostflame	994	100	1				0	1	70	49	7bl	legend spike		5	5000	cblu	cblu						tinkerflag2		25	35	ethereal		1	1	dmg%/lvl	24			dmg%		300	400	att-skill	Berserk Proc	50	50	extra-mag2		40	50	kill-skill	Berserk Fury Proc	20	50	mana-on-striking		3	5	dmg-mag		1000	2000	ignore-ac		1	1										0
Shadowkiller	995	100	1				0	1	85	62	q75	battle cestus		5	5000								tinkerflag2		25	35	oskill	Ice Blink	10	20	pierce-cold		10	30	kill-skill	Cold Surge	17	60	coldskill		2	5	gethit-skill	Cloak of Shadows	20	40	extra-cold		20	40	skill	Blades of Ice	10	25	heal-kill		50	100	item-skill-cooldown		10	20										0
Gimmershred	996	100	1				0	1	78	56	7ta	flying axe		5	5000	lgrn							tinkerflag2		25	35	dmg-fire		1000	1500	dmg-cold	200	1200	1300	dmg-ltng		1	2500	pierce-res-all		30	40	swing2		30	40	kill-skill	Vengeance Proc	33	50	hit-skill	Fire Enhanced Axe	5	10	hit-skill	Cold Enhanced Axe	5	10	hit-skill	Lightning Enhanced Axe	5	10	oskill	Elemental Fury	1	1						0
Griffon's Eye	997	100	1				0	1	84	68	qi3	diadem		5	5000								tinkerflag2		25	35	lightningskill		1	5	pierce-ltng		1	40	kill-skill	Lightning Surge	17	60	oskill	Lightning Mastery	1	15	aura	Lightning Damage Aura	1	10	ac		1	500	cast2		1	50	gethit-skill	Super Nova	10	60														0
Windhammer	998	100	1				0	1	76	54	7m7	ogre maul		5	5000	cblu	cblu						tinkerflag2		25	35	twister-limit		33	67	hit-skill	Twister	10	60	extra-wind		25	75	hit-skill	Inner Sight	3	40	swing2		60	100	cast2		-50	-50	kill-skill	Wind Surge	17	60	enepercent		50	100	oskill	Wind Mastery	1	15	ease		-100	-100						0
Thunderstroke	999	100	1				0	1	77	55	q82	matriarchal javelin		5	5000	dblu	dblu						tinkerflag2		25	35	hit-skill	Lightning Strike	1	60	pierce-ltng		10	40	att%		1	500	att		1	500	dmg-max		1	400	dmg%/lvl	16			hit-skill	Lightning Enhanced Axe	17	60	skill	Sharpened Focus	1	30	strpercent		1	50										0
Demon's Arch	1000	100	1				0	1	76	54	7s7	balrog spear		5	5000	cred	cred						tinkerflag2		25	35	hit-skill	Pyre Javelin	5	60	kill-skill	Fire Surge	17	60	pierce-fire		10	40	oskill	Inferno Fury	3	3	skill	Inferno Fury	7	17	swing2		30	50	life-on-striking		2	3	oskill	Fire Mastery	1	10														0
Boneflame	1001	100	1				0	1	80	57	qne	succubae skull		3	5000	dred	dred						tinkerflag2		25	35	ac%		200	300	hit-skill	Fire Enhanced Axe	25	30	pierce-fire		40	50	oskill	Fire Mastery	1	1	extra-fire		100	150	gethit-skill	Blaze	15	60	allskills		2	3	res-all		40	50	kill-skill	Spike Nova Fire	20	30										0
Steelpillar	1002	100	1				0	1	77	55	7p7	war pike		3	5000								tinkerflag2		25	35	indestruct		1	1	red-dmg%		30	50	reduce-ac		50	50	att-skill	Bash Proc	35	40	dmg-norm		100	150	dmg/lvl	32			crush		100	100	res-mag		30	40	res-all		50	60	res-pois-len		75	75						0
Nightwing's Veil	1003	100	1				0	1	75	53	uhm	spired helm		3	5000	cblu	cblu						tinkerflag2		25	35	oskill	370	1	15	pierce-cold		20	40	dexpercent		20	40	coldskill		1	4	nofreeze		1	1	freeze		5	5	kill-skill	Cold Surge	10	60	abs-cold%		3	5	move2		20	40	ac%		200	300	dmg-min		50	50		0
Crown of Ages	1004	100	1				0	1	86	82	urn	corona		3	5000	dgld	dgld						tinkerflag2		25	35	hit-skill	Time Lapse	1	2	ease		500	500	red-dmg%		10	30	res-mag		10	30	allskills		1	3	ac%		400	500	ac		400	500	res-all-max		1	4														0
Andariel's Visage	1005	100	1				0	1	85	66	usk	demonhead		3	5000	dred	dred						tinkerflag2		25	35	kill-skill	Poison Surge	8	60	kill-skill	Poison Dagger Proc	8	60	pierce-pois		20	40	poisonskill		1	5	res-fire		-50	-50	res-pois		100	150	res-pois-max		5	10	res-pois-len		100	100	deadly		50	50	oskill	Poison Mastery Passive	1	10						0
Darkfear	1006	100		1			0	1	83	73	ulm	armet		5	5000	blac	blac						tinkerflag2		25	35	ac%		150	200	allskills		1	1	stupidity		2	2	oskill	terror	2	5	hp		75	75	str		15	15	dex		15	15	res-pois		25	25														0
Dragonscale	1007	100	1				0	1	84	64	qpe	zakarum shield		3	5000	dgrn	dgrn						tinkerflag2		25	35	hit-skill	Fire Enhanced Axe	15	40	pierce-fire		20	40	att-skill	Fire Claws Proc	15	60	strpercent		20	50	abs-fire%		3	5	ac%		200	400	dmg-min		20	60	life-on-striking		1	2														0
Steel Carapice	1008	100	1				0	1	74	72	uul	shadow plate		3	5000	dgry	dgry						tinkerflag2		25	35	red-dmg		40	60	res-mag		10	30	gethit-skill	Super Nova	5	60	pierce-ltng		10	30	allskills		1	2	oskill	Power of Athulua	3	3	skill	Power of Athulua	7	17	regen-mana		100	200														0
Medusa's Gaze	1009	100	1				0	1	84	60	uow	aegis		3	5000	lred	lred						tinkerflag2		25	35	gethit-skill	Evade	100	60	slow		33	33	res-cold		40	80	res-pois		40	80	res-pois-len		50	75	ac%		150	250	red-dmg%		10	20	gethit-skill	Magic Surge	10	60														0
Ravenlore	1010	100	1				0	1	82	59	qde	sky spirit		3	5000	dgld	dgld						tinkerflag2		25	35	pierce-ltng		40	50	skill	Raven	10	20	skill	Thunderclaws	10	20	passive-summ-elemental-resist		10	20	passive-summ-life		20	30	ac%		100	200	move2		30	50	item-skill-cooldown		20	30	allskills		2	2										0
Boneshade	1011	100	1				0	1	84	63	7bw	lich wand		3	5000	dgry	dgry						tinkerflag2		25	35	oskill	Magic Mastery	1	1	kill-skill	Magic Surge	25	60	cast2		30	50	allskills		1	2	skill	Bone Spear	10	30	res-mag		20	30	red-dmg		40	50	mana%		40	50														0
Flamebellow	1012	100	1				0	1	79	56	7gs	balrog blade		3	5000	cred	cred						tinkerflag2		25	35	hit-skill	Firestorm	2	60	pierce-fire		30	40	dmg-fire		1500	2000	strpercent		20	30	vitpercent		20	30	dmg%		300	400	dmg%/lvl	24			abs-fire%		3	5	hit-skill	SEruption	1	60										0
Fathom	1013	100	1				0	1	81	65	q85	dimensional shard		3	5000	lblu			fathom				tinkerflag2		25	35	skill	370	10	20	pierce-cold		20	40	coldskill		2	6	kill-skill	Cold Surge	33	60	kill-skill	Frost Nova	33	60	abs-fire%		1	3	abs-ltng%		1	3	item-skill-cooldown		10	30	skill	Glacial Spike	10	40										0
Wolfhowl	1014	100	1				0	1	85	63	qbc	fury visor		3	5000	cred	cred						tinkerflag2		25	35	oskill	Wearwolf	10	30	oskill	Feral Rage	10	30	all-stats		30	50	all-stats-percent		10	20	oskill	Shape Shifting	10	30	ac%		200	250	move2		20	40	lifesteal		10	20														0
Spirit Ward	1015	100	1				0	1	76	54	uts	ward		3	5000	dblu	dblu						tinkerflag2		25	35	gethit-skill	Bone Armor	25	50	gethit-skill	Cyclone Armor	25	50	res-mag		10	25	block2		40	50	block		5	5	sock		2	2	ac%		300	400																		0
Kira's Guardian	1016	100	1				0	1	85	61	qi2	tiara		3	5000	blac	blac						tinkerflag2		25	35	res-all		80	100	nofreeze		1	1	curse-res		80	100	balance2		30	40	ac		300	400	res-all-max		1	3																						0
Ormus' Robes	1017	100	1				0	1	83	60	uui	dusk shroud		3	5000	blac	blac						tinkerflag2		25	35	skill-rand	10	36	65	skill-rand	10	36	65	skill-rand	10	367	371	skill-rand	10	367	371	pierce-res-all		15	25	extra-ele-all		20	30	regen-mana		100	150	regen		400	500	cast2		20	40	ac%		150	200						0
Gheed's Fortune Old	1018	100		1			0	1	70	115	cm3	charm		3	5000	lyel	lyel						mag%		20	40	gold%		80	160	cheap		10	15	vit-h2		-900	-900	oskill	845	1	1																														0
Stormlash	1019	100	1				0	1	86	73	7fl	scourge		3	5000	dgry	dgry						tinkerflag2		25	35	pierce-ltng		20	40	hit-skill	Static Field	2	60	kill-skill	Lightning Surge	20	60	ease		200	200	abs-ltng		1	40	swing2		40	80	life-on-striking		1	5	oskill	Energy Shield	1	10	ltng-min		1	1	ltng-max		3000	5000						0
Halaberd's Reign	1020	100	1				0	1	85	61	qbe	conqueror crown		3	5000								tinkerflag2		25	35	kill-skill	Howl	33	60	skill	Battle Command	20	30	oskill	Magic Mastery	1	10	abs-mag%		3	5	aura	Sanctuary	10	20	ac%		100	300	dmg-demon		100	500	dmg-undead		100	500														0
Spike Thorn	1021	100	1				0	1	78	56	upk	blade barrier		5	5000	dyel	dyel						tinkerflag2		25	35	thorns		2000	3000	thorns/lvl	240			red-dmg%		20	30	balance2		30	40	block2		30	40	oskill	Thorns	20	30	light		20	25	gethit-skill	Spike Nova Proc	33	40														0
Dracul's Grasp	1022	100	1				0	1	84	60	uvg	vampirebone gloves		5	5000	dred	dred						tinkerflag2		25	35	hit-skill	Life Tap	5	20	lifesteal		10	15	life-on-striking		4	8	deadly		33	33	strpercent		20	30	sock		2	2	ac		200	300																		0
Frostwind	1023	100	1				0	1	78	56	7ls	cryptic sword		5	5000	cblu	cblu						tinkerflag2		25	35	kill-skill	Whirlpool Proc	100	60	pierce-cold		20	40	coldskill		2	5	cast2		40	50	nofreeze		1	1	aura	Cold Damage Aura	1	15	abs-cold%		3	5	skill	Frozen Blast	10	20	item-skill-cooldown		10	20										0
Templar's Might	1024	100	1				0	1	82	69	uar	sacred armor		5	5000	cgrn	cgrn						tinkerflag2		25	35	red-dmg%		20	30	str		50	60	vit		50	60	balance2		30	40	ac%		300	400	stam		150	200	aura	Defiance	10	20	all-stats-percent		10	20	stam/lvl	96												0
Eschuta's temper	1025	100	1				0	1	80	57	q84	eldritch orb		5	5000	cred							tinkerflag2		25	35	hit-skill	Fire Surge	5	60	hit-skill	Lightning Surge	5	60	skill	Fire Mastery	10	30	skill	Lightning Mastery	10	30	swing2		40	80	pierce-fire		20	40	pierce-ltng		20	40	regen-mana		100	500	hit-skill	Time Stop	5	20										0
Firelizard's Talons	1026	100	1				0	1	75	53	q76	feral claws		5	5000								tinkerflag2		25	35	pierce-fire		10	30	skill	Fists of Fire	10	25	oskill	Fire Mastery	1	15	kill-skill	Fire Surge	17	60	swing2		20	40	life-on-striking		2	4	kill-skill	Inferno Sentry	25	60	res-all		20	40	res-mag		5	10										0
Sandstorm Trek	1027	100	1				0	1	72	51	uvb	scarabshell boots		5	5000								tinkerflag2		25	35	balance2		30	40	move2		30	40	str		30	50	vit		30	50	all-stats-percent		15	25	stam		200	220	res-pois		50	75	res-pois-len		50	75	ac%		200	300										0
Marrowwalk	1028	100	1				0	1	74	59	umb	boneweave boots		5	5000	dgry							tinkerflag2		25	35	kill-skill	Marrow Walking	25	60	extra-mag2		20	30	move2		50	50	nofreeze		1	1	enr		30	50	str		50	60	heal-kill		50	100	mana-kill		25	50	ac%		150	200	magicskill		2	3						0
Heaven's Light	1029	100	1				0	1	69	48	7sc	mighty scepter		5	5000	cblu	cblu						tinkerflag2		25	35	aura	Sanctuary	10	30	dmg-undead		100	800	dmg-demon		100	800	hit-skill	Poison Mastery	3	60	kill-skill	Magic Surge	10	60	extra-mag2		10	40	swing2		30	50	dmg-max		1000	2000														0
Arachnid Mesh	1030	100	1				0	1	87	64	ulc	spiderweb sash		5	5000	blac	blac						tinkerflag2		25	35	allskills		1	3	cast2		5	40	ac		200	300	pierce-fire		10	40	pierce-cold		10	40	pierce-ltng		10	40	pierce-pois		10	40	oskill-rand	15	856	861														0
Nosferatu's Coil	1031	100	1				0	1	68	40	uvc	vampirefang belt		5	5000								tinkerflag2		25	35	light		-5	-5	mana-on-striking		1	2	life-on-striking		2	4	swing2		20	30	str		40	80	lifesteal		10	15	dmg%		80	200	ac%		200	300														0
Metalgrid	1032	100	1				0	1	85	81	au9	amulet		5	5000								passive-summ-limit		-5	-5	extra-summ		100	200	allskills		1	3	oskill	Slow Teleport	1	1	passive-summ-elemental-resist		-20	-20	passive-summ-phys-resist		10	20	red-dmg%		10	20	sock		1	1	res-all		-40	-40														0
Verdugo's Hearty Cord	1033	100	1				0	1	71	50	umc	mithril coil		5	5000	blac	blac						tinkerflag2		25	35	ac%		150	250	regen		800	1500	stam		175	220	vit		80	150	red-dmg%		10	20	balance2		30	50	red-mag		20	30	res-mag		10	20	stam/lvl	80												0
Carrion Wind	1034	100	1				0	1	68	60	rn9	ring		3	5000								pierce-pois		15	25	res-pois		40	60	res-pois-len		50	75	life-on-striking		1	4	poisonskill		2	4	hp		80	160	oskill	Poison Mastery Passive	1	10																						0
Giantskull	1035	100	1				0	1	73	65	uh9	bone visage		3	5000	lgry	lgry						tinkerflag2		25	35	ease		500	500	strpercent		50	100	sock		1	3	crush		33	33	knock		1	1	dmg-norm		30	50	ac%		400	500	gethit-skill	Concentrate Proc	7	60														0
Ironward	1036	100	1				0	1	68	54	7ws	caduceus		3	5000	blac	blac						tinkerflag2		25	35	hit-skill	Sandstorm	3	60	hit-skill	Inner Sight	3	40	ease		300	500	strpercent		40	80	dmg-min		200	250	dmg%		150	250	kill-skill	Concentrate Proc	17	60																		0
Annihilus	1037	100					0	1	99	85	cm1	charm		3	5000			flpmss	invmss	item_gem	12	item_gem	allskills		1	1	all-stats		10	20	res-all		10	20	addxp		5	10	hp%		10	20	mana%		10	20	vit-h2		-900	-900	oskill	846	1	1																		0
Arioc's Needle	1038	100	1				0	1	85	64	7sr	hyperion spear		3	5000								tinkerflag2		25	35	reduce-ac		100	100	allskills		3	5	dmg%/lvl	24			dmg/lvl	16			dmg-norm		25	75	kill-skill	Spearstorm Proc	25	50	swing2		50	50	oskill	Blade Nova	1	1														0
Cranebeak	1039	100	1				0	1	71	50	7mp	war spike		3	5000	dgry							tinkerflag2		25	35	hit-skill	Lightning Enhanced Axe	40	50	pierce-ltng		20	40	slow		20	50	dmg-max		1	350	dmg%/lvl	16			swing2		40	80	dex		1	300	reanimate	851	10	30														0
Nord's Tenderizer	1040	100	1				0	1	76	54	7cl	truncheon		3	5000								tinkerflag2		25	35	hit-skill	Freezing Claws Proc	3	60	ease		300	400	dmg-min		250	250	dmg%		200	400	pierce-cold		20	40	att%		200	300	att		300	500	hit-skill	Time Stop	1	60	aura	Cold Pierce Aura	10	30										0
Earthshifter	1041	100	1				0	1	77	55	7gm	thunder maul		3	5000								tinkerflag2		25	35	hit-skill	Stun Proc	5	60	crush		100	100	strpercent		80	100	ease		300	300	swing2		-30	-30	dmg-max		100	500	dmg%/lvl	24			regen		800	1000	lifesteal		10	30										0
Wraithflight	1042	100	1				0	1	84	60	7gl	ghost glaive		3	5000	dblu	dblu						tinkerflag2		25	35	rep-quant	33			ethereal		1	1	hit-skill	Battle Cry	5	60	oskill	Magic Mastery	1	10	dmg-undead		500	1000	swing2		60	60	hit-skill	Howl	1	60	life-on-striking		1	3	enepercent		50	100										0
Bonehew	1043	100	1				0	1	72	51	7o7	ogre axe		3	5000	bwht	bwht						tinkerflag2		25	35	hit-skill	Corpse Explosion	5	40	hit-skill	Axe Proc	20	30	dmg%		300	400	dmg/lvl	16			swing2		30	50	sock		2	4	deadly		30	50																		0
Ondal's Wisdom	1044	100	1				0	1	74	52	6cs	elder staff		3	5000								tinkerflag2		25	35	enr		100	200	enepercent		50	100	allskills		2	4	ac		500	1000	gethit-skill	Static Field	100	50	cast2		50	50	red-mag		30	40	kill-skill	Battle Command	1	45														0
The Reedeemer	1045	100	1				0	1	80	64	7sc	mighty scepter		3	5000								tinkerflag2		25	35	reanimate	957	1	5	reduce-ac		75	75	att%		100	200	dmg-norm		125	150	dmg%/lvl	32			dmg-undead		400	500	dmg-demon		400	500	gethit-skill	Judgement Proc	50	50	aura	Sanctuary	10	30										0
Headhunter's Glory	1046	100	1				0	1	83	75	ush	troll nest		3	5000								tinkerflag2		25	35	kill-skill	Headhunter Stats	2	1	kill-skill	Headhunter Skills	2	1	sock		1	3	res-fire		40	50	res-pois		40	50	heal-kill		50	100	mana-kill		25	50	ac%		250	350	res-pois-len		50	50										0
Steelrend	1047	100	1				0	1	78	56	uhg	ogre gauntlets		3	5000								tinkerflag2		25	35	deadly		33	33	dmg-norm		50	75	ease		100	100	crush		33	33	ac%		400	400	strpercent		40	50	dmg%		20	100	enr		1	1														0
Mephisto's Claw	1048	100		1			0	1	1	64	ulg	bramble mitts		5	5000	oran	oran						tinkerflag2		25	35	ac%		125	150	aura	Holy Freeze	4	6	dmg-cold		70	100	freeze		2	2	mag%		35	50																										0
Hellhunger	1049	100		1			0	1	1	78	utg	Crusader Gauntlets		5	5000	blac	blac						tinkerflag2		25	35	ac		75	125	allskills		1	1	oskill	lower resist	1	5	cast1		10	10	mag%		20	25																										0
Hollowed Ground	1050	100		1			0	1	1	76	utb	Mirrored Boots		5	5000	bwht	bwht						tinkerflag2		25	35	ac%		150	200	balance2		30	30	dmg-undead		125	125	rip		1	1	aura	Sanctuary	3	6	dex		25	30																						0
Celestial Unicorn	1051	100		1			2		80	70	urs	Great Hauberk		5	5000	whit	whit						tinkerflag2		25	35	ac%		100	120	allskills		2	2	regen		12	15	aura	Cleansing	4	7	mag%		40	50	gold%/lvl	21																								0
Rainbow Facet	1052	100		1			0	1	85	49	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	death-skill	Chain Lightning	100	47																																		0
Rainbow Facet	1053	100		1			0	1	85	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	ctcBlizzard	100	37																																		0
Rainbow Facet	1054	100		1			0	1	85	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	ctcMeteor	100	31																																		0
Rainbow Facet	1055	100		1			0	1	85	49	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	death-skill	Poison Nova	100	51																																		0
Rainbow Facet	1056	100		1			0	1	85	49	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	Nova	100	41																																		0
Rainbow Facet	1057	100		1			0	1	85	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	Frost Nova	100	43																																		0
Rainbow Facet	1058	100		1			0	1	85	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	Blaze	100	29																																		0
Rainbow Facet	1059	100		1			0	1	85	49	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	levelup-skill	Venom	100	23																																		0
Hellfire Torch	1060	100					1	1	99	85	cm2	charm		3	5000			flptrch	invtrch	item_gem	12	item_gem	randclassskill		0	6	all-stats		20	30	res-all		20	30	light		10	10	all-stats-percent		10	20	vit-h2		-900	-900	oskill	847	1	1																						0
Cold Rupture	1061	100		1			1		69	75	cm3	charm		3	5000	lblu	lblu						pierce-immunity-cold		300	300	res-cold		-90	-70																																										0
Flame Rift	1062	100		1			1		69	75	cm3	charm		3	5000	lred	lred						pierce-immunity-fire		300	300	res-fire		-90	-70																																										0
Crack of the Heavens	1063	100		1			1		69	75	cm3	charm		3	5000	lyel	lyel						pierce-immunity-light		300	300	res-ltng		-90	-70																																										0
Rotting Fissure	1064	100		1			1		69	75	cm3	charm		3	5000	lgrn	lgrn						pierce-immunity-poison		300	300	res-pois		-90	-70																																										0
Bone Break	1065	100		1			1		69	75	cm3	charm		3	5000	whit	whit						pierce-immunity-damage		300	300	red-dmg%		-20	-10																																										0
Black Cleft	1066	100		1			1		69	75	cm3	charm		3	5000	lgry	lgry						pierce-immunity-magic		300	300	res-mag		-65	-45																																										0
Randomizing Stone	1067	100	1	1			1	1	1	1	rnd	Randomizing Stone		1	2000								randomize		1	511																																														0
The Perfect Cell	1068	100	1				6	1	35	40	cm1	Small Charm		6	10000	cgrn	cgrn						regen		150	200	regen-mana		50	100	stam		150	220	lifesteal		10	15	manasteal		10	15	vit-h2		-900	-900	oskill	848	1	1																						0
Doomfletch's Prism	1069	100	1	1			1	1	100	90	m01	Mythical Marksman Bow		12	100000				doomfletch				tinkerflag2		25	35	aura	Doomfletch Passive	1	1	pierce-fire		40	50	pierce-cold		40	50	pierce-ltng		40	50	swing2		50	50	all-stats		30	50	hit-skill	Fire Enhanced Arrow	8	20	hit-skill	Cold Enhanced Arrow	8	20	hit-skill	Lightning Enhanced Arrow	8	20	allskills		2	4	mythicaldescnoflag	929	1	1		0
